2.3055	2.2477	2.7639	3.7525	4.5434	3.8607	4.6603	4.7175	4.6873	7.2889	6.1381	6.243	3.284	3.1527	3.1635	2.4498	2.7092	2.5131	3.3678	3.2592	3.3243	3.2852	3.4075	3.1622	8.0409	8.4244	7.9538	8.1524	3.3678	3.2078	6.58	7.0512	6.5278	6.5756	6.4323	6.6094	6.7951	6.8688	6.7467	6.7644	6.5224	6.9372	6.7028	6.795	6.632	6.5125	6.716	6.448	7.5265	7.3867	7.4295	6.6358	6.7415	6.585	7.3746	7.621	7.2492	6.8327	6.4288	6.545	7.1592	7.3787	7.208	6.5957	6.539	6.48	7.2612	7.3306	7.4939	6.3167	6.8172	6.4902	7.5211	7.2803	7.0991	7.0746	5.5052	5.8827	6.934	6.5837	6.3555	6.7723	6.5301	8.3098	7.9534	8.5592	8.1911	8.1838	7.0011	6.83	6.6865	7.1127	6.82	7.9021	7.6701	7.601	7.2112	7.4509	7.1573	7.5397	7.4353	7.0225	7.3125	7.3165	3.3678	3.2592	3.9719	3.0367	3.1628	4.015	3.8668	3.6826	3.7627	3.3358	3.6266	3.5841	4.1143	3.6292	5.639	5.7105	5.9221	5.8052	6.8831	7.0342	6.847	6.9597	6.6394	6.8771	6.7981	7.0996	5.7338	5.7074	5.5362	5.831	5.8374	5.8234	5.8978	5.7857	5.792	6.6175	5.8592	5.965	7.0371	7.1223	7.6459	7.3286	7.3304	6.8346	7.0068	6.7272	7.3865	7.2825	7.3001	7.4585	6.7008	7.109	5.3988	4.847	5.2513	3.7261
2.6971	2.7542	2.3891	4.7739	4.4391	4.6397	5.093	5.0941	5.1881	3.6439	4.5429	3.7885	2.8675	2.8135	2.5419	2.2658	2.4296	2.3141	2.8797	2.8514	2.6819	2.826	2.7178	2.8177	3.9311	4.0364	3.8678	4.3612	2.8797	2.7827	4.4397	4.9132	4.463	4.4419	4.4174	4.5785	4.53	4.5757	4.3607	4.4801	4.5568	4.6711	4.3181	4.5726	4.7367	4.9814	4.9629	5.3192	4.6789	4.6948	4.4767	4.8315	4.9862	4.8068	4.2241	4.929	4.6929	4.7286	5.2011	5.1246	4.6134	4.4453	4.5289	4.9068	4.9009	5.0446	4.9174	4.3933	4.3587	3.6222	3.6695	3.9513	4.8968	4.9143	4.5541	4.0967	3.2924	4.0003	4.3167	5.1667	4.4363	5.0405	4.9534	4.0216	4.201	4.6083	4.6577	4.8151	4.4915	4.5907	4.2192	4.2004	4.3673	4.4829	4.8128	4.92	4.4127	4.1121	4.4778	4.5308	4.4635	4.3272	4.2758	4.5166	2.8797	2.8514	2.9032	2.5572	2.8315	3.2594	3.1382	3.164	3.3752	3.1729	3.3618	2.9849	2.8653	3.1199	3.7745	3.9571	3.9713	3.5625	4.318	4.3945	4.323	4.1416	4.0996	4.0652	3.9338	4.279	3.8091	3.8967	3.8652	3.4471	3.9458	3.7871	3.6755	3.9787	3.7727	4.0547	3.8468	4.04	4.4055	4.8614	5.0229	4.6007	4.2888	3.5708	3.7329	4.3841	3.7506	4.1555	5.1106	4.3126	2.9948	3.8001	3.7882	3.5752	3.4624	3.0666
2.8841	2.6635	2.6768	3.8521	3.8459	3.6504	3.4325	3.4763	3.5678	4.0657	5.1295	4.6938	3.4002	3.2677	3.4744	2.3388	2.7016	2.3501	3.3235	3.5428	3.4468	3.3498	3.2922	3.286	4.2874	4.8061	4.1991	4.8923	3.3235	3.4688	5.5455	5.793	5.4999	5.5148	5.589	5.3303	5.8503	5.6549	5.493	5.7263	4.8893	5.2955	5.7134	5.2616	5.2154	6.1469	6.1532	6.4287	6.8973	6.6309	7.1724	6.2547	5.9996	6.5486	6.4616	6.5953	6.6201	6.5401	6.7451	6.5973	6.7054	6.3071	6.4137	6.0787	6.3507	6.2626	6.6268	5.9321	6.6735	4.0403	5.2121	4.4057	6.7038	6.2809	5.299	5.2185	4.2641	4.0446	5.7254	5.4384	4.2467	5.7371	5.3005	6.3517	5.9163	5.8362	6.2402	5.9966	6.0642	5.5008	5.4181	5.6388	5.0758	5.6455	5.7354	4.5172	5.2405	5.133	4.9693	5.4354	5.0759	5.0535	5.2987	5.1635	3.3235	3.5428	3.5977	3.3048	3.302	3.5786	3.4416	3.5325	3.8465	3.687	3.7159	3.5542	3.7656	3.4794	4.6808	4.9159	4.6835	4.4918	4.9672	4.7621	4.7447	4.8893	4.6722	4.9103	4.8388	4.7632	4.6991	4.7987	4.4211	4.6731	4.8264	4.6586	4.5753	4.8045	4.7653	4.7373	4.9209	4.7475	6.1127	6.1692	6.2919	5.2098	5.3762	4.9896	5.1953	4.7528	5.2251	4.9532	4.4458	6.0361	3.4503	3.211	3.3019	3.2361	3.5901	3.7276
2.5506	2.3557	2.6431	4.5274	4.802	4.7295	5.292	5.2576	5.5149	5.8514	6.0569	5.5593	2.9707	3.1857	3.0879	2.2842	2.3148	2.3259	3.0835	3.0893	3.1544	3.1684	3.2633	3.2212	2.7817	3.2681	2.6731	3.1778	3.0835	3.2506	2.4811	2.7648	2.2357	2.6268	2.4742	2.641	2.431	2.4246	2.3797	2.3771	2.279	2.5256	2.5283	2.3096	2.4313	2.8445	2.8818	3.0776	2.7104	2.245	2.4329	2.9042	2.9165	2.9016	2.2902	2.4759	2.6207	3.2148	3.0284	3.3748	2.2418	2.7543	2.6297	2.8009	2.7334	3.4814	2.8182	2.5459	2.4	3.2762	2.6	2.7763	2.8696	3.0318	2.4867	3.3191	2.8981	3.5944	2.8115	2.6351	3.0274	2.9572	2.921	2.7255	2.7792	2.7426	2.7403	2.7754	2.3503	2.677	2.8016	2.8033	2.4895	1.9799	2.409	3.7147	2.2638	2.101	2.6219	2.2879	2.342	1.7544	2.2143	2.3927	3.0835	3.0893	3.6633	3.0707	3.0444	3.5132	3.5478	3.1935	3.7087	3.8894	3.657	3.3541	3.2688	3.3521	3.2862	3.4524	2.9877	2.9835	3.3224	2.7433	2.9172	3.2053	2.7255	2.6951	3.73	2.8261	3.2374	3.2321	2.9161	3.073	3.295	2.8045	3.1149	3.3181	2.7956	2.9779	3.3379	2.8289	3.0401	3.2281	3.1961	3.86	3.4521	2.9958	3.7589	3.8656	3.9519	4.0518	4.6334	4.4771	3.2963	3.0645	3.365	4.0507	3.4983	3.1961
3.8437	3.7714	3.338	6.0531	6.1992	7.1153	6.0699	5.8982	5.8494	3.7401	5.4514	5.8508	3.0715	2.8655	3.0397	2.7048	2.6585	2.5606	2.9067	2.8916	3.0783	3.0634	2.9632	2.9591	5.7687	6.1694	6.263	6.4278	2.9067	3.1608	5.9604	5.9839	5.5933	5.6408	5.4393	5.5414	5.4544	5.7352	5.4339	5.3965	4.6439	5.5215	5.1507	5.2335	5.2561	4.2466	4.0344	4.4437	5.0487	5.1754	5.529	4.3761	4.5296	4.6149	5.5751	5.785	5.3339	3.8859	4.4561	4.5623	5.4802	5.1794	5.1361	4.3877	4.4603	4.2237	5.0161	5.0897	5.2405	4.0275	4.3996	4.9137	4.8613	5.6055	4.7452	4.1761	4.07	3.3929	5.5458	4.9939	4.8943	4.6091	4.4251	4.934	4.3085	4.5752	4.545	4.7137	5.1177	4.0981	4.2483	4.3356	3.9355	7.3084	6.4549	5.6333	4.5969	4.5032	4.6161	6.4618	6.0483	5.2892	4.8838	4.6768	2.9067	2.8916	3.3601	2.85	3.0921	3.323	3.005	3.274	3.227	2.9801	3.488	3.0001	3.0935	3.032	3.685	3.7711	4.2906	3.859	4.2707	4.4435	4.0875	3.906	3.9137	4.0803	3.8617	4.6596	3.5723	3.6301	3.5324	3.8745	3.9655	4.385	4.1073	3.7938	4.064	3.8959	4.5166	4.0264	6.7737	6.5919	7.0153	4.3775	4.5378	4.1246	4.9762	5.1365	4.9889	5.5129	4.6243	4.714	3.0706	2.9986	3.6029	4.035	2.8464	3.2463
8.5379	8.5513	8.8103	3.1806	4.0579	4.0876	6.8999	7.0316	6.9386	4.6896	4.5435	4.2225	10.211	10.132	10.913	9.4276	9.8893	9.4795	10.833	10.767	10.645	10.844	10.982	10.748	10.266	10.382	10.533	10.633	10.833	10.141	8.542	8.6111	8.2857	8.7	8.8278	8.7216	8.8312	8.4899	8.9235	8.7418	8.1906	8.2334	8.0858	8.3527	8.2919	10.681	10.761	10.665	7.7971	7.6798	7.7487	10.674	10.722	10.627	7.9515	7.6916	7.797	10.954	10.804	10.802	7.9695	7.8582	7.6032	10.814	10.721	10.66	7.6131	8.0461	7.8111	9.7932	10.24	10.333	10.395	10.397	9.8911	10.122	8.8983	9.6937	8.6146	8.7607	8.8952	9.0308	8.8013	8.1246	7.7453	8.0113	8.0244	8.1366	7.8643	7.6941	7.384	7.8539	7.9136	9.6773	10.377	9.2369	9.1541	9.0378	9.0247	10.34	10.537	9.3656	9.1719	9.193	10.833	10.767	10.629	10.687	10.665	10.479	10.683	10.728	10.108	9.9411	10.055	9.7183	9.52	9.727	9.743	10.288	10.121	10.014	8.1957	8.277	7.7902	8.3094	8.3776	8.0749	8.1765	8.0866	9.8737	10.225	10.25	9.9654	10.45	10.431	10.017	10.471	10.556	8.2456	10.266	10.191	10.343	10.137	10.191	7.0143	8.0625	6.3441	9.3317	9.3151	9.4676	8.401	7.0596	7.9023	7.7178	10.43	9.5313	5.819	5.7238	6.4853
8.556	8.6201	8.6439	4.9497	5.6265	5.3475	7.2017	7.2221	7.3569	5.5991	7.1142	5.8901	7.7635	7.5428	8.0821	7.006	6.4384	6.6139	8.2252	8.2565	8.0903	7.9256	7.7059	7.9698	8.2645	8.5478	8.0581	8.6786	8.2252	7.71	7.7597	7.8194	7.4687	7.9895	8.0747	8.0679	8.0278	7.7864	7.8224	7.9677	8.5051	8.5842	8.2356	7.9556	8.2614	7.3224	7.2752	7.276	7.2597	7.4348	7.4084	7.2737	7.3845	7.1701	7.6392	7.4646	7.5688	7.1492	7.0261	6.7816	7.4777	7.6685	7.2795	7.416	7.3619	7.1708	7.5156	7.5921	7.4742	7.5289	7.5656	6.7672	7.304	6.8029	7.4493	7.3766	6.655	6.7884	7.4773	7.4361	7.7928	7.4289	7.5523	7.934	6.9049	6.9884	6.6098	7.0656	8.1294	7.1882	7.5271	7.2216	7.4649	8.3896	8.0245	7.388	7.5547	7.6886	7.7148	8.2899	8.1042	7.7355	7.8674	7.7031	8.2252	8.2565	7.5389	8.2086	8.2817	7.5159	7.5916	7.6217	7.8362	7.6428	7.5757	8.043	7.9457	7.9596	7.3826	7.1676	7.8186	7.4169	7.2814	7.8607	7.3038	7.6158	7.1492	7.3992	7.0717	7.5047	7.3759	7.2268	7.6821	7.5002	7.3687	7.772	7.6929	7.5226	7.8505	7.3593	7.5559	7.7455	7.7752	7.5933	7.3974	6.3495	7.1479	6.6945	7.4473	7.5147	7.333	7.8679	7.2518	7.5274	8.1322	8.0477	7.0775	7.2576	7.2002	5.8422
6.6678	6.9474	6.5177	3.333	4.125	4.1669	6.635	6.6002	6.9796	2.8799	5.1536	4.6574	5.4882	6.287	5.618	5.3051	4.7544	4.8217	5.6048	5.5846	5.6141	5.4918	5.5912	5.3697	4.5545	4.4989	4.5547	4.5762	5.6048	5.607	4.675	4.6322	4.3032	4.6384	4.5079	4.6502	4.8568	4.9077	4.5493	4.8427	4.6172	5.1203	4.8945	4.5926	4.5599	4.4468	4.7867	4.6249	6.3556	6.3255	6.6417	5.0252	5.0606	4.8979	6.9154	6.5349	6.5332	5.2571	4.83	5.0546	6.6742	6.2526	6.2343	4.7762	4.8512	4.7493	6.2328	6.8017	6.4575	4.8956	4.7949	5.0495	4.7458	4.3036	4.3769	4.1934	5.8829	4.5942	4.6101	4.5721	4.4591	4.774	4.5111	4.9537	5.4805	5.308	5.1653	5.2708	4.2765	4.9082	4.8296	4.914	4.6611	7.1438	5.4136	5.7978	5.0536	4.9258	4.6306	6.3879	5.3479	5.5987	5.5551	4.8291	5.6048	5.5846	6.1213	5.6736	5.444	6.2277	6.3271	6.1214	6.7956	6.5767	6.5595	5.9271	6.1876	5.9117	4.8164	4.8954	5.15	4.9705	4.7083	4.5831	4.9386	4.9529	4.8047	4.972	5.0983	5.4355	4.8735	4.9597	5.0053	4.9981	4.8098	4.7884	5.0189	5.0426	4.8312	4.7827	5.1334	5.076	4.5007	4.5898	4.5782	4.9799	4.4619	4.8414	5.6254	5.5143	5.5135	5.6821	5.0385	4.7939	4.7009	4.3943	4.2872	5.4814	5.2452	4.6058
7.1278	7.3372	7.5104	5.2129	5.4485	5.4922	5.4044	5.9947	5.6447	5.354	5.2682	4.9088	6.7499	6.6173	7.0123	8.4149	7.6885	7.9457	7.2552	7.521	7.1974	7.2802	7.1969	7.4018	7.6169	6.9481	7.4211	6.9164	7.2552	7.6119	8.4778	8.143	8.8006	8.4445	8.4335	8.1213	8.4256	8.6503	8.2954	8.1275	7.1397	6.7738	7.5706	7.055	7.0669	6.2902	6.2978	6.2848	6.46	6.3466	6.5619	6.5195	6.7529	6.5189	6.4397	6.5434	6.6349	6.4604	6.1288	6.3544	6.3546	6.5122	6.5747	6.3786	6.3088	6.2614	6.4835	6.5243	6.2471	5.94	5.9616	5.7138	6.5372	6.6315	5.9776	6.0696	5.0942	5.5616	8.5153	8.5657	6.3776	8.8759	8.568	8.5684	7.7534	5.1503	7.7418	7.7943	7.7453	7.034	6.7939	7.2218	7.0823	7.2209	6.6232	7.136	8.6414	8.6698	8.743	7.2938	7.2079	8.3601	7.887	8.4081	7.2552	7.521	6.8765	7.2422	7.374	6.4894	6.7054	6.5902	7.4152	7.5865	7.4332	7.7484	7.5023	7.3428	7.3847	7.8915	7.8831	7.572	8.138	8.5769	7.5149	8.443	7.8795	7.8646	7.8269	7.5361	7.3596	7.539	7.5691	7.5111	7.9387	7.8505	7.5291	7.8717	7.749	7.9903	8.0774	7.7701	7.4139	7.1676	7.0789	6.5007	6.8511	7.0844	6.4069	6.385	6.5878	6.3423	6.6506	6.3038	6.2172	6.1713	5.8465	6.0708	6.1566	4.851
7.422	7.5306	7.5555	6.401	6.5647	6.3258	7.5999	7.3936	7.1602	4.7493	5.6374	5.9332	7.9561	8.4184	8.1588	9.0715	8.8493	8.8348	8.3433	8.3297	8.1186	8.7865	9.0516	8.7817	7.4384	7.9845	7.9309	8.3872	8.3433	10.206	6.7173	6.558	6.817	6.7784	6.9068	6.8441	6.8334	6.7778	6.5184	6.7886	6.742	6.7623	6.6176	6.683	6.5288	7.1084	7.1399	7.1396	7.8781	8.0966	7.8017	7.0169	6.7907	6.5904	8.172	7.8311	8.1393	6.9997	6.669	6.8324	7.5874	7.9009	7.9383	7.289	7.2641	6.9364	8.2696	8.11	7.6897	6.9928	6.8919	6.4137	7.2066	7.0524	7.3892	6.8051	5.8017	6.1208	6.2375	6.2457	6.5304	5.8675	6.2109	6.6768	6.4534	6.3886	6.0598	6.5933	6.7696	6.6722	6.4435	6.54	6.7713	8.0388	7.2724	7.3272	7.3821	7.5211	7.6569	8.1669	8.1032	7.4267	7.5678	7.3845	8.3433	8.3297	8.1253	8.0771	8.268	8.4858	8.0567	7.697	9.6841	9.5274	9.3487	8.9997	9.2016	9.0294	6.2095	6.2473	6.6971	6.2205	6.3544	6.6807	6.524	6.6881	6.5084	6.4072	6.3539	6.4425	6.1271	6.1905	6.5969	6.1021	6.2284	6.6085	6.1784	6.382	6.6451	6.5167	6.2819	6.761	6.7685	6.9432	6.4227	6.1598	6.2024	6.8264	6.8851	7.1763	6.4877	7.2366	6.8483	6.6433	9.4457	8.4486	8.8717	7.1696	8.0879	7.8085
